AU2010,LIBGEO,SNHM12,SNHMC12,SNHMP12,SNHME12,SNHMO12,SNHMF12,SNHMFC12,SNHMFP12,SNHMFE12,SNHMFO12,SNHMH12,SNHMHC12,SNHMHP12,SNHMHE12,SNHMHO12,SNHM1812,SNHM2612,SNHM5012,SNHMF1812,SNHMF2612,SNHMF5012,SNHMH1812,SNHMH2612,SNHMH5012
013,Toulon,12.715697096859628,22.787235024887558,13.915008306366214,9.955451285709838,10.519367535935906,11.348729812274936,19.564772771028768,12.90535935184801,9.746062376504485,8.971850559014777,13.793679979560938,24.297145657667585,14.768003474016,10.433229281858736,10.75478050481108,9.197860042829527,12.63429420078949,14.779225957427713,8.917786528961877,11.36783559795158,12.579583798258307,9.429224661049593,13.617142670274655,16.550963714736195
014,Douai - Lens,12.016292438493027,21.258220431626064,13.778744403443413,9.812478603241463,10.875414561286833,10.711274914891169,18.45032563904535,12.481855485868588,9.545679573165371,9.342469815641879,12.705374169245184,22.271736509881066,14.547788361930115,10.414790498438494,11.076292373205279,9.334923962459008,11.84586676938519,14.041482147420584,8.963221754168739,10.721091313207829,11.862280314297788,9.580770097300217,12.43506463382554,15.078998958631939
015,Montpellier,13.571709179442879,22.75077932360249,14.04551659012009,10.061835728391099,10.451992842101497,12.10411990660603,19.480618061897406,13.088806496581421,9.869939415480143,9.301290571173928,14.680105399950293,24.41915878275752,14.860556352003817,10.438746486441508,10.626434229301717,9.595427087031313,13.516099594794357,16.336260222450804,9.034419166823097,12.230225111085423,13.745241892715002,10.063345996069954,14.46073438303946,18.35436057742683
016,Avignon,12.621825819168475,23.167567015379095,14.033531417697175,9.938468188492894,10.437558014048419,11.224420114409336,19.43281546016142,12.85599394843511,9.711670316665847,8.998938858131828,13.558958050378143,24.87432829922044,14.848472944194306,10.489055611455266,10.690246431139899,9.158972749939467,12.569495608157395,14.79722642016203,8.88730010637059,11.29661984131923,12.4049900400695,9.354380956593412,13.407981846268001,16.42568271850673
017,Saint-Étienne,12.599971875811958,22.043826069377594,13.966533037788775,10.108213829694977,10.73855931644551,11.13967980266731,18.597867268075795,12.599594350779933,9.876141148436341,9.195646874575727,13.501217226901474,23.432878152980745,14.82542575908429,10.711958685139857,11.026299533947332,9.600498686594797,12.589033435029155,14.27683298600451,9.056579775568403,11.179096420718906,12.157866383328042,9.946174974637856,13.442025620006245,15.642559837518492
018,Tours,13.205951580982095,23.362263879801063,13.855623833623573,10.172479689030794,10.754325917821523,11.67267280359711,19.74454793071077,12.930572151299152,9.953650658005062,9.714124500768259,14.307026190467507,24.918398119283186,14.531729214410904,10.766109254919414,10.97981535851286,9.551297346353389,13.180358049532067,15.22671180116461,9.177482182630643,11.756450629499074,12.779406532513674,9.835610435241238,14.188261550508264,17.008087104271503
019,Clermont-Ferrand,13.316023022430693,23.32073134626704,13.959196420560085,10.171182397833268,10.754509037812179,11.919769571876312,20.00438197271476,13.046703952113635,9.966021531525392,9.724502511868454,14.252409724745494,24.846338777072067,14.605742788583136,10.696776466234255,10.935974687685421,9.426789808671636,13.058766668957498,15.83616767890724,9.087271667980398,11.835449086515876,13.526238161116112,9.674851806593454,13.866351302835636,17.392145916446676
020,Nancy,13.229094565375505,22.517826472058548,14.089626319482303,10.096578480039636,10.732422792520474,11.835863324331875,19.524744804604527,13.122391598771191,9.900933074370863,9.170346463517552,14.21472475208369,23.917775156321817,14.856375053115988,10.585014865055324,10.969762438950458,9.590132882969435,13.094350493354995,15.470534355397136,9.146629253382715,11.862157534860865,13.19306977916956,9.934648094053864,13.944358370222563,17.119657914451018
021,Orléans,13.456790763036315,22.74988441537442,14.251019715295238,10.410039275284166,10.777443175491772,12.122479213122656,19.454855925210136,13.360431949389719,10.275903657670076,9.865193176978497,14.436470018478262,24.37361250316438,14.950510194096033,10.754330431543773,11.02999342968642,9.599916455183218,13.374500496010766,15.649775336149354,9.292189537122244,12.151145412057156,13.472875708665592,9.833892775348342,14.256887104905324,17.304006723852734
022,Caen,12.80644944166484,22.288426712032024,13.953456355174989,9.99074459757432,10.757744379113996,11.49410981585213,19.240902718687757,12.912828690042105,9.79134858849587,9.7651216953546,13.723834143490222,23.703862081241645,14.718445514221141,10.47935392188152,10.950085719922175,9.407078522502108,12.753700862222628,14.762732412705086,8.9906721248953,11.517646812923523,12.82024343759635,9.724898957226813,13.606543859417114,16.11099499869346
023,Angers,12.553651747162412,22.052058093408483,13.467753985702496,10.03419275099662,10.310111016072081,11.298700610007842,18.787728647566553,12.716917353696244,9.836538491797668,9.182966902767372,13.455416449237322,23.506678160367525,14.026197760416785,10.537468141033507,10.562593832091462,9.238594396714669,12.502391561079921,14.633454081642071,8.938853490303343,11.345601254708782,12.483832893186095,9.449929057857727,13.327064358036331,16.233502059710606
024,Metz,13.090556734464027,23.165904337885493,14.19077309162566,9.917544247450522,10.98849329344509,11.409766364866327,19.902586330837963,12.915643913525024,9.68618057140354,9.2722470014129,14.274002611884233,24.594135706903092,15.08482098663345,10.549119507721997,11.307653722047124,9.353008976988335,12.964637158476663,15.317103284365265,8.967649102052558,11.51762083861963,12.471517669977894,9.660260901373713,13.971497454712,17.257297614547134
025,Dijon,13.144348228245217,22.593434593911756,14.139549063432755,10.236717675935036,10.8721731578734,11.796874305618694,19.394365518066977,13.11017947349432,10.02511424582052,9.797027447953012,14.112069348324763,24.210963275501683,14.86499462249581,10.777677181284423,11.10624371068835,9.513746759489683,13.058617880892026,15.326643935571798,9.050841132952437,11.809126088799433,13.254894846105028,9.872760430550759,13.929945596155422,16.880295647612048
026,Valenciennes (partie française),12.353334164331237,21.824081119388033,14.006886845596792,9.893868659616688,10.982875181577835,10.915421503809837,18.618644671120848,12.437508744858441,9.600000529527199,9.512523152961887,13.077683127564264,23.007625185091086,14.925313946288414,10.530471264865255,11.177486235305835,9.592917043383045,12.282117527354053,14.112278194019112,9.0803189246333,10.995416650102648,11.81492474662964,9.898154592298898,12.925193015080879,15.192601309302965
027,Béthune,12.37684013940489,22.037017059893955,13.944522174438998,9.941402557778842,10.983442996149709,10.937724242703535,18.845902996100293,12.672420546330397,9.622847238530193,9.328296251197468,13.109208095492765,23.12647252224872,14.690399773019855,10.732332671896378,11.17144873242721,9.42656802311873,12.279999706280895,14.288543287276681,9.06229264974541,10.971464534404006,11.979762788010877,9.635492985866307,12.953788684590297,15.343732616563171
028,Le Mans,12.851004673166852,22.469756973053155,13.990945430258302,10.109782259276123,10.918136178573109,11.392676505539589,19.152580140703996,12.846479230085366,9.873153865565916,9.421438835031848,13.814354805659246,23.929873948472743,14.786787820219216,10.724394245190323,11.198911795137443,9.49816764691306,12.793976106301727,14.79607112210906,9.080516557916184,11.42098901634676,12.580421762085624,9.799943222249803,13.680921249345179,16.289694178455107
029,Reims,13.220887115224684,23.222919210984966,14.275825300617715,10.281691593410008,10.91802221512024,11.872205073899446,19.735454466779625,13.390510107528808,10.068784884745451,9.531679748137673,14.148330575281888,24.929321289593812,14.94220200134884,10.781116594153321,11.174957484500034,9.547013530373773,13.241332811951027,15.218452033695506,9.207787305700569,12.017721282582757,13.030315379152285,9.810789384236974,14.059144068650347,16.748279544215357
030,Brest,12.70804587551746,21.415489339618937,13.710885795334388,9.871865282338074,10.481759309003575,11.25488606449364,18.38707061273019,12.565778026816615,9.69911292104222,9.137597606504487,13.765180205136797,22.736426346351536,14.579946903455276,10.33787988066651,10.71282330435241,9.43006557628117,12.635773302135407,14.8993959252572,9.020150601356505,11.328122797637326,12.34955501480365,9.739238169334277,13.567108967746531,16.844182271179612
031,Perpignan,11.709433698000165,21.319011905941803,13.411930135181992,9.826427333094168,10.1113563300344,10.801992289421712,18.525846577336015,12.54421693180674,9.609175905139296,8.900965189590055,12.401678136486927,22.80705621278933,14.13883092924633,10.293637397593068,10.323460255106477,9.00286613581666,11.570426075622667,13.573396084841761,8.794774744827512,10.726622868108747,12.090386227576564,9.172657849838984,12.194560901640266,14.774765002955926
032,Le Havre,13.762714259896603,23.85313989670855,15.135011545020706,10.34324508265567,12.486416358361014,11.569457818121283,19.686470804852565,13.189768158838234,10.027476347465697,9.453245025316551,15.039669337477225,25.60668434826363,16.303529490103454,11.17687763231905,12.84475371121718,10.00990344425088,13.636182251477194,16.117621178912223,9.174538620003084,11.634837413236994,12.725229986468827,10.531733989637294,14.805227919427129,18.001080333785442
033,Amiens,12.72372363726211,22.037272574858548,13.617077273167055,10.045944312485775,10.893123299221477,11.386657101498464,19.066871510934526,12.730602414459955,9.816168421436332,9.30735688916032,13.52736025931523,23.29200312571863,14.213211039032485,10.54260247829191,11.158735277315028,9.559238169853113,12.700535349276256,14.596592010017487,9.116729852822667,11.43309085299018,12.61156516021615,9.853798387759351,13.451575187694292,15.776555968231035
034,Mulhouse,12.759498173582944,22.857124416589254,14.008451011165551,9.996394746886946,11.093721500777106,11.181069288773184,19.371275767400885,12.742995876981846,9.77972844978201,9.563226098434646,13.870023194111635,24.376356506934318,14.882258370974416,10.646469926258213,11.41169142741679,9.355933040621938,12.60245215438605,15.002705794197874,8.877458019556556,11.184919177786083,12.43418524794306,9.7329710722358,13.56963763718485,16.86507659820933
035,Limoges,12.4652749329643,21.426904994435162,13.552383507033822,9.99095542238461,10.521218313387362,11.450872322786514,18.646582074419015,12.869726590192348,9.807280917807384,9.412618003156652,13.189017154347626,22.926799329572763,14.076569709538044,10.425391416274582,10.7363651096814,9.304713038384644,12.263780971100314,14.488365857619014,8.98052393797971,11.323110654566987,12.875255044887721,9.538505069621081,12.912652518567889,15.745653704190442
036,Bayonne (partie française),12.501248861167475,23.429203662678766,13.960782397042006,9.988573053115983,10.539381872315197,11.092649317643593,19.13035350644272,12.727907616839522,9.781631055768079,9.052798215611526,13.587286093824506,25.483212048990158,14.933328105909087,10.52714980524352,10.789951051700902,9.23241178254525,12.386907504155193,14.591612692010036,8.98157208326687,11.125509619111462,12.052728710027575,9.415814976903876,13.355679947377665,16.629197876623824
037,Genève (SUI) - Annemasse (partie française),12.651320471813923,23.41800490993245,14.234489682579019,10.184355840042208,11.136116054978618,11.372666393276047,20.37602950525055,12.938803733965239,10.007491171759845,9.618078903858173,13.666319709851491,25.058057025705022,15.259578041706577,10.598852287089429,11.44345423488336,9.438656659814006,12.947051297286023,14.238287045282753,9.091767226961077,11.71572713183487,12.103163832387017,9.727971538134657,13.899090028751633,16.016177981866004
038,Dunkerque,13.098910445716319,23.446269701248042,14.864718847586285,9.840953907787657,11.67054929996311,10.926701976711207,19.108051805445108,12.619123347989262,9.567122936340052,9.278884361010581,14.168962232521263,24.86656224319271,15.932172041239204,10.566778357508937,11.935057947270412,9.776928173224263,12.917621898648417,15.438896695234126,8.924837415435718,10.98091018336608,11.972574516353243,10.269100464647906,13.857263673087289,17.079439798940975
039,Poitiers,12.41487428611754,21.618716777748745,13.501338484354816,10.000043902324009,10.36881722320697,11.263374153467929,18.29280912919213,12.637224315832837,9.822053966909923,9.571115883124994,13.241258582740109,23.202626704590116,14.097016402731063,10.405486799309058,10.506956168033142,9.185408899130977,12.270485368504797,14.61046563005587,8.871010868499704,11.18017704471239,12.84893834538996,9.430337450752859,13.033647685271713,15.913563329664731
040,Nîmes,12.445504847534455,22.03059914898233,13.79274023143738,9.889046120929674,10.49670870774962,11.19905415035397,19.006097404930813,12.73478364549307,9.64749776215186,9.090657626143674,13.336384135301248,23.453188543067068,14.621032830751046,10.434228389773134,10.701233615621488,9.119794739174868,12.332854991768855,14.620754188951475,8.867020825727726,11.161656868048805,12.58718755952172,9.308050679480242,13.150225558984115,16.14777729718612
041,Besançon,12.614203031502237,21.714704970472738,13.634585225044578,10.117232916510524,10.613296403823774,11.284885612414067,18.837953185775437,12.69254298516653,9.902026883948253,9.203203018846926,13.548871185574146,23.003908381598173,14.27046448424812,10.674040946377298,10.947860263938846,9.354019911317943,12.594625079069067,14.415803025360587,8.971892164748004,11.325528729186159,12.452056794038384,9.649103562796862,13.46102948308842,15.845042789206888
042,Pau,13.71331644694485,25.038851932768168,14.176152535668153,10.098561164449432,10.753416566959311,11.717022016696193,20.227185233460006,12.983416226491634,9.877418209106214,9.13267818920325,15.117825574161223,27.042540828167688,14.984068838139638,10.687598652011081,11.026874483332307,9.347824906709493,13.199995904022497,17.14447573708539,8.99170841788869,11.595934483181674,13.375515523445287,9.609884743144779,14.337205686765243,19.68664187889922
043,Lorient,12.294067958641769,22.698230232883237,14.051128334012867,9.849705831495898,10.262233292126258,10.918602889343143,19.08477653881583,12.738355204199959,9.648197675304903,9.188026730836578,13.239617724739357,24.127561834650315,14.963973372156236,10.400657659253843,10.51237280742737,9.58644150454452,12.231036069098202,13.947798399754854,9.036062656895888,10.972288358015026,11.726995600421997,9.957907702988576,13.074773147659823,15.609413894337406
044,Annecy,13.875314414820632,23.69567538126599,14.320335160813306,10.596572341972696,11.310522194929632,12.113516541437784,19.766625296576677,13.214130474876306,10.383252568237825,9.912548815109345,15.156521750133479,25.452679403089878,15.106015083705246,11.152421999984274,11.615533383598223,9.687647522858164,13.979415637992957,15.971632000880364,9.254380001469908,12.303027131214199,13.13685928407437,9.989310356115357,15.195562653956202,18.10000049763981
045,Chambéry,13.497437956100788,23.529736375636336,14.138663809623845,10.301877422670437,11.081120093295862,11.773759759605346,19.453121620823524,13.054935253650006,10.091025421135976,9.517163678712194,14.6351949205922,25.23744023673568,14.826824098657367,10.827790552290233,11.341161834720596,9.508760091052704,13.47921840244918,15.936709762846045,9.016350587309256,11.869316639128934,13.17097559171131,9.855273849885316,14.517997147675972,17.81940677573711
046,Saint-Nazaire,12.672672812851884,23.424454401807747,14.114775894290437,9.867728639675128,11.31443107929185,10.841643690468365,19.117056356191707,12.544613456195728,9.677046268860538,9.496271340770978,13.863368554563444,25.05156585635126,14.975573781905783,10.472838959710419,11.648329072308323,9.581208351149558,12.582597225381647,14.867417611821251,9.012116345042015,10.851859474642842,11.923317314134225,9.971654772332828,13.67199527857918,16.925097549726818
047,La Rochelle,12.692655624545996,22.971729514566118,13.828049225370751,9.994120559853682,10.766341427946454,11.306997685547618,19.40643140567125,12.834910787637309,9.813646660976552,9.439150260498703,13.703063978082804,24.607733927820227,14.54792423833441,10.453040541235744,10.990367455778955,9.227743505290842,12.67700608160154,14.800430324350335,8.888061657655676,11.39711809672894,12.494688963023561,9.491213865565147,13.594904457319473,16.510226615332442
048,Troyes,12.085280368215884,22.083072098707,13.808783551375484,9.82605340443264,10.306437845261515,10.871519038422356,18.794847721708834,12.678163229920854,9.651419081785315,9.062395003212487,12.966652610060533,23.66074645823057,14.581613415744005,10.28698115401569,10.600434322057147,9.33723039039314,12.08227288035602,13.525498469271591,8.882983805852545,10.927511736716227,11.762766463222762,9.686501880841995,12.90246680419724,14.85025552978212
049,Angoulême,12.263304476729708,21.914771159664028,13.786929459668384,9.96759990212355,10.399681014367575,11.112435851447968,18.58243626805414,12.805182357785057,9.802438773188547,9.528805794546829,13.080397261852866,23.418687341553102,14.489023282809685,10.473601678835063,10.58803634812024,9.22712949591106,12.056834570545698,14.118168697098683,8.932904434987273,10.96777495517609,12.365815602613589,9.4334544507941,12.810111158084968,15.460065445041957
050,Valence,12.848778538808945,22.72762983172398,13.753116581395702,10.115980022102312,10.34318387330317,11.386702564580501,19.30338246950714,12.816337602603424,9.901106778104985,9.22511491068296,13.830636816470413,24.042390477582416,14.364148964297383,10.661189973609456,10.572853459638052,9.309144739715599,12.798478828416053,14.92991666781015,9.027476362872761,11.455653907734616,12.469738789540683,9.508147542924092,13.67417370845352,16.68386336118721
051,Saint-Brieuc,12.035895101516248,21.544703705799943,13.591462502179622,10.019002700700996,10.299338321368515,10.999320280967991,18.281029374545366,12.734491493272623,9.807378025809674,9.165666942666201,12.761297147132161,23.096164358955104,14.213704344199966,10.599227658888315,10.526634739086468,9.168888970036226,11.953303218111316,13.8855456018463,8.868461944721554,11.011558676074378,12.085822396185288,9.374841072897983,12.597088325785094,15.251802251764278
052,Montbéliard,12.849932648567327,22.189432101296596,14.125621091870924,9.9043086408609,11.272054222013793,11.070621895674744,18.727595160095618,12.3942090995166,9.705631007930227,10.295730392104014,13.878117834801778,23.243784808558697,15.049826170598504,10.553393569187573,11.539350070737656,9.754681437852836,12.787175092618114,14.257631320761451,9.028203354504864,11.134485551194013,11.779493889726636,10.232358774502785,13.705602248652143,15.758524768749359
053,Béziers,11.808705649579563,21.58112649800023,13.625657814496881,9.680557637753589,10.464626013953781,10.60659669887817,18.21293452871863,12.47643188940016,9.442477126785134,9.062509968543988,12.664684807317995,23.18002694215192,14.417575578256542,10.251589873857188,10.629781353854398,9.163016747007388,11.74043173064103,13.464279354249035,8.897207098714242,10.57377852003136,11.582756323883256,9.351905264217836,12.545107700233151,14.941285849473736
054,Niort,13.685487068834583,23.210550330398338,14.224433768552734,10.762678372443322,10.308264298376052,13.018628165690034,21.425746538073867,14.023201587528757,10.611139017121246,9.64300582303906,14.2057425186328,24.309377605621904,14.393948452696803,11.186507109555569,10.428676853424621,9.433133412675238,13.544803579376781,15.918694322278588,9.247358312794187,12.962900746576395,14.675032208045389,9.56903345296377,13.99265699666029,16.956115306776805
055,Vannes,12.695871650315945,22.724208960666534,13.665840811421429,9.976105045629003,10.236955124981481,11.353669501139576,18.989562694821018,12.891080805238875,9.701328339234093,9.204076654797301,13.654305210557206,24.419576688130935,14.24706993929413,10.652564076931109,10.41694876227289,9.15508891208459,12.6390353932653,14.83779932354503,8.843753667638824,11.429299014704291,12.479432870261283,9.375747465415188,13.499187518681808,16.552384485386963
056,Chartres,13.382877363018325,23.38522283306148,14.209316965512516,10.465013869605158,11.00079882771124,11.96885570399202,19.68685286447065,13.2516298597126,10.297403991441211,10.281063524493982,14.337394562634902,24.9778242719329,14.838893363333975,10.870803832908186,11.185085545333624,9.615781468649642,13.384237196321635,15.302302893967463,9.333069796817085,12.023391517875636,13.20352257983338,9.822159098662754,14.284433869625834,16.747289759325124
057,Bourges,12.666055722550812,22.13889012377955,14.036813052668325,10.236925951661803,10.607556557670376,11.329523115267323,18.76565144495157,12.973478124039316,10.035447171966494,9.388003242207125,13.590503740616725,23.525711338987875,14.736373522304921,10.806496912766729,10.84781072759267,9.380103191927978,12.394867681610595,14.620547788013127,9.168564296742145,11.268923575640642,12.359006857683239,9.53679618122139,13.16288438835535,16.195024901012346
058,Boulogne-sur-Mer,11.953877738320617,22.842190408732506,13.800681471266323,9.845226313682831,10.338701622750857,10.587159381244197,19.172300132973614,12.279476972282415,9.572118934377313,9.126720074993472,12.753325048134956,24.14763480217579,14.683809190586231,10.403373980052695,10.589135723420439,9.338829877163393,11.795724338940918,14.001171778983483,8.851320199562393,10.528823831887484,11.790218078596725,9.649602750939808,12.50630232433527,15.400977793378328
059,Thionville,12.55505203142466,23.29995129124186,14.79844366898834,9.661748198777667,11.139471951584662,10.582897643210659,19.669985441449725,12.526875371636539,9.391750565527909,9.062871724624578,13.929712678843535,24.72825594975856,16.055002328617157,10.447323580773856,11.54817307392089,9.352267381210497,12.280389722259063,14.705561258684563,8.833652818381099,10.61490996136684,11.498884455737077,9.805696186948891,13.403557624929329,16.85306843570159
060,Chalon-sur-Saône,12.686956383252074,22.91686469181597,14.306599671190082,9.999106415762544,10.860236519822761,10.942478832405392,18.54096517988552,12.853881220858026,9.633380615673435,9.483773111023693,13.803834049769423,24.513928912001372,15.183945989052962,11.028568580785228,11.15071998361904,9.326594147549187,12.598629309553152,14.547532238276315,8.880918368807523,10.99288586617723,11.852241571425184,9.63490892527367,13.619892633753452,16.240323947144862
061,Maubeuge (partie française),11.993489703184816,21.763074473275445,13.966911170347235,9.843344590833436,10.946572614423088,10.562487535844815,18.625214007376826,12.442944334656616,9.547740160516929,9.24053791974332,12.6724296484679,22.78624006235452,14.740445136227617,10.542635117680325,11.15439110578985,9.37070670574673,11.685966481034393,14.078231279705411,8.904299310635338,10.457378914791223,11.728865720265768,9.610872575604624,12.273569970351609,15.125844983642796
062,Arras,12.94992514501148,22.877815860250987,13.88899280912722,10.157807928878825,10.461909369354107,11.599291553737483,19.56837941926757,12.869449475737154,9.946353195890048,9.10338279125828,13.805515724478495,24.161149943825414,14.664044217444419,10.658869872340034,10.647728862235839,9.728471929015242,12.791066857040388,15.091676932308864,9.173283529745158,11.593314872429575,12.930304520538073,10.124216136948785,13.524803346147841,16.51458704971357
063,Calais,12.238907377645255,21.496276886511602,14.211069215780581,9.926293744918242,11.209032068019443,10.73415888364813,18.6191587426279,12.37491445896093,9.642270880023068,9.49733842656786,13.002432740143739,22.52898065968015,15.123643105472338,10.433543348438917,11.410727144883364,9.582940362287912,12.098953762436409,14.18843517191916,8.959933796186832,10.792680475300015,11.65422177483005,9.956994352011549,12.749701134130515,15.431937222634897
064,Colmar,13.368615336416733,24.272957354087215,14.25902664303866,10.05026568822164,11.343485197292395,11.412807830264288,19.990099745349614,12.957593899239056,9.834744493192861,9.423848531313968,14.67277287679652,25.955309452605157,15.164238161581078,10.668098820196823,11.72032439522442,9.552492005130246,13.343404025422378,15.526322950414025,9.024266859100504,11.523322653818497,12.44149593428334,9.937542590950676,14.530061072691575,17.623463566603114
065,Blois,13.005233971187387,22.90263569486865,14.130918700567541,10.118107276351815,10.953252322061338,11.55033766788334,19.69527583935433,12.997612148524238,10.00385930739671,9.690817565829706,14.044054040248737,24.33329300413781,14.911700673369355,10.447802956943649,11.233858031712716,9.647191510289394,12.916080655992074,14.830295692017133,9.164450794543264,11.526449089421197,12.713683419170176,10.014164927453509,13.864639704612753,16.489703676211526
066,Quimper,12.379284720254564,22.48643866001706,13.544342888612148,9.898763506338181,10.18491333706935,11.169323323183864,19.136157533997928,12.771340391749952,9.721977833577565,9.185317099672213,13.284053358644575,24.056791729347157,14.097195384127733,10.369684522659762,10.42337469879325,9.08209539263365,12.214194068170649,14.414037452332549,8.823720356221656,11.153094804251978,12.334900561466036,9.285498057339467,12.98706600634274,16.045651278153183
067,Beauvais,12.560987614589234,22.34275851470461,13.952987188916701,10.148757439620393,10.89479644547819,11.313635945219156,19.06065406254793,12.889798114822737,9.932570015652026,9.77804370495147,13.365042915852023,23.82857433208711,14.665555408296894,10.688593124649666,11.150204107219805,9.532406056957424,12.525138773374202,14.488535155608018,9.093733344158393,11.313208353751646,12.694532093590782,9.836355150151709,13.293550477159199,15.655836850860071
